age,home_country,destination_country,education,employment,monthly_income,travel_purpose,travel_history,criminal_record,english_level,visa_approved
31,Mexico,Canada,HighSchool,Unemployed,36868,Work,3,0,High,1
19,Mexico,Canada,Bachelors,Employed,21296,Study,1,0,Low,0
48,India,USA,Masters,Employed,34885,Study,2,0,High,1
25,Philippines,Canada,Bachelors,Unemployed,28979,Business,3,0,High,1
24,Nigeria,UK,Masters,Employed,87923,Study,0,0,Low,0
34,Philippines,USA,HighSchool,Employed,54429,Tourist,2,0,High,1
21,Nigeria,Australia,Bachelors,Unemployed,95013,Tourist,2,0,High,1
45,India,Canada,Masters,Employed,68043,Study,0,0,High,1
21,Nigeria,Canada,Masters,Unemployed,65831,Work,2,0,Low,1
30,Philippines,USA,Bachelors,Employed,21789,Business,3,0,High,1
21,Brazil,UK,Bachelors,Unemployed,41553,Study,1,0,Low,0
35,Nigeria,Canada,Masters,Unemployed,8424,Work,3,0,High,1
19,India,Australia,HighSchool,Employed,8860,Business,3,0,High,0
20,India,Australia,Bachelors,Unemployed,70096,Study,0,0,Medium,0
32,India,Germany,Masters,Unemployed,46531,Study,0,0,High,0
30,Mexico,Germany,HighSchool,Unemployed,99121,Study,2,0,Medium,0
36,India,Canada,HighSchool,Unemployed,32660,Tourist,1,0,Medium,0
32,Mexico,UK,Bachelors,Employed,99644,Tourist,2,0,Medium,1
40,Mexico,USA,Masters,Employed,36367,Business,1,0,High,1
39,Brazil,UK,Bachelors,Unemployed,91997,Tourist,0,0,Low,0
34,Philippines,UK,Masters,Unemployed,12224,Study,0,0,Low,0
24,Philippines,Germany,HighSchool,Employed,95580,Study,3,0,Low,1
45,Mexico,USA,HighSchool,Unemployed,34853,Tourist,1,0,Medium,0
24,Mexico,Australia,HighSchool,Employed,69855,Tourist,2,0,Medium,1
46,Nigeria,Australia,Masters,Employed,25399,Tourist,3,1,Low,0
30,Mexico,UK,Bachelors,Employed,57017,Study,1,0,Low,0
22,Brazil,USA,Masters,Employed,98866,Business,1,0,High,1
48,Nigeria,USA,Masters,Unemployed,70440,Tourist,2,0,Low,0
36,India,Germany,HighSchool,Employed,59753,Study,1,1,Medium,0
38,India,UK,Bachelors,Unemployed,57246,Business,1,0,Low,0
46,Nigeria,Germany,HighSchool,Employed,44481,Business,0,1,Low,0
28,Brazil,Australia,Bachelors,Unemployed,94514,Business,3,0,Medium,1
30,India,UK,Masters,Unemployed,80167,Study,2,1,Low,0
44,Philippines,Canada,HighSchool,Employed,71492,Study,3,0,High,1
34,India,Canada,HighSchool,Unemployed,13043,Business,3,0,High,0
41,Brazil,Canada,Bachelors,Employed,21025,Work,2,0,High,1
45,Brazil,Australia,Bachelors,Unemployed,82834,Business,2,0,Low,0
21,Brazil,UK,Bachelors,Employed,63605,Tourist,2,0,Low,1
25,India,UK,Bachelors,Unemployed,25692,Study,2,1,Low,0
21,Philippines,Australia,HighSchool,Unemployed,40921,Study,0,0,Medium,0
37,Brazil,Australia,HighSchool,Employed,73580,Study,3,0,Medium,1
29,Mexico,Canada,Bachelors,Employed,63960,Business,2,0,High,1
35,India,Germany,Bachelors,Unemployed,95460,Business,3,0,High,1
29,Philippines,UK,Bachelors,Employed,51120,Study,3,0,High,1
26,Brazil,Canada,Masters,Employed,71718,Business,1,0,High,1
28,Philippines,Australia,Bachelors,Unemployed,48414,Work,3,0,Low,0
46,Brazil,UK,Masters,Employed,80828,Work,2,0,Low,1
48,Nigeria,Canada,HighSchool,Unemployed,22888,Work,3,0,High,0
23,Mexico,Canada,Bachelors,Unemployed,33243,Study,1,1,Low,0
18,Mexico,UK,HighSchool,Unemployed,71770,Business,3,0,Low,0
37,Philippines,Australia,Bachelors,Unemployed,63785,Tourist,1,1,Medium,0
42,Brazil,UK,Bachelors,Employed,71084,Tourist,3,0,Medium,1
18,India,Australia,HighSchool,Employed,84933,Tourist,3,0,High,1
22,Nigeria,Germany,Masters,Employed,13432,Tourist,1,0,High,1
36,Brazil,UK,HighSchool,Unemployed,84040,Business,2,0,High,0
30,Nigeria,USA,Bachelors,Employed,94181,Business,3,0,Low,1
27,Brazil,Germany,Masters,Unemployed,85545,Business,0,0,High,1
42,Mexico,Australia,HighSchool,Unemployed,91004,Tourist,3,0,Low,0
21,Mexico,Canada,HighSchool,Employed,25899,Tourist,2,0,High,1
19,Mexico,Australia,Bachelors,Unemployed,24083,Work,3,0,Low,0
35,India,Australia,Masters,Employed,63643,Work,3,0,Medium,1
20,Mexico,UK,Bachelors,Employed,64470,Tourist,3,1,Low,0
33,Brazil,Canada,Bachelors,Employed,32276,Business,0,0,Low,0
43,Nigeria,USA,Masters,Employed,70118,Study,2,0,Low,1
32,Mexico,Germany,Bachelors,Employed,85246,Work,2,0,High,1
27,Brazil,UK,HighSchool,Unemployed,68623,Business,2,0,Medium,0
36,Mexico,USA,HighSchool,Unemployed,19227,Study,0,0,High,0
31,Mexico,USA,HighSchool,Employed,29457,Business,2,0,Low,0
48,Mexico,Germany,Bachelors,Unemployed,64699,Work,1,0,High,1
45,Nigeria,Germany,Bachelors,Employed,19052,Tourist,1,0,Medium,0
33,Brazil,USA,HighSchool,Employed,64738,Work,0,0,Low,0
24,India,Australia,Bachelors,Employed,27313,Study,3,0,Medium,1
35,Philippines,Canada,Masters,Employed,31886,Tourist,2,0,Low,1
24,Mexico,Australia,HighSchool,Employed,72966,Work,2,0,Low,0
29,India,USA,HighSchool,Employed,17217,Work,0,0,High,0
48,Philippines,Germany,Masters,Employed,14832,Study,2,0,Medium,1
42,India,UK,Bachelors,Employed,50491,Business,2,0,High,1
23,Brazil,UK,Masters,Unemployed,37913,Work,0,0,High,0
26,India,Canada,HighSchool,Unemployed,40745,Work,0,0,Low,0
28,Mexico,UK,Masters,Unemployed,58817,Tourist,3,1,High,0
25,India,UK,HighSchool,Employed,58631,Tourist,1,0,High,1
40,Mexico,Canada,Masters,Employed,84360,Study,1,0,Low,1
34,Mexico,USA,HighSchool,Unemployed,86719,Work,2,0,High,0
32,India,Canada,HighSchool,Employed,63822,Tourist,3,1,High,0
43,India,UK,Bachelors,Unemployed,30071,Study,1,0,Medium,0
25,India,Canada,HighSchool,Unemployed,64043,Study,3,0,Medium,1
42,Nigeria,USA,Masters,Employed,25340,Business,0,0,Low,0
49,Nigeria,USA,Bachelors,Unemployed,86777,Tourist,1,0,Medium,0
31,Nigeria,Canada,Bachelors,Unemployed,39133,Work,0,0,Low,0
31,Philippines,UK,HighSchool,Unemployed,36225,Tourist,1,0,Medium,0
19,Brazil,Canada,Bachelors,Unemployed,19931,Business,2,0,High,0
27,Philippines,Germany,HighSchool,Unemployed,71136,Business,3,0,Medium,1
21,Nigeria,Germany,Bachelors,Employed,42578,Work,1,0,Medium,1
41,Philippines,USA,HighSchool,Employed,92295,Work,3,0,High,1
46,India,UK,HighSchool,Unemployed,88586,Study,0,0,Medium,0
42,Philippines,Australia,Masters,Unemployed,71991,Business,0,0,High,0
46,India,Australia,Masters,Unemployed,61129,Business,1,0,Low,0
47,Mexico,UK,Bachelors,Unemployed,68742,Business,1,0,High,0
29,Brazil,Germany,Masters,Unemployed,95380,Study,0,0,High,1
43,Brazil,Australia,Masters,Unemployed,45515,Work,3,0,High,1
40,India,UK,Bachelors,Employed,22534,Study,3,0,High,1
23,India,Germany,Bachelors,Employed,52451,Work,2,0,Medium,1
32,Nigeria,USA,Masters,Unemployed,22228,Business,3,0,High,1
33,Nigeria,Germany,Masters,Employed,19187,Study,1,0,High,1
38,Nigeria,Germany,Masters,Unemployed,34358,Tourist,2,0,Medium,1
24,India,Canada,Masters,Unemployed,70952,Business,1,0,High,1
37,Philippines,USA,Masters,Unemployed,66811,Tourist,3,0,Medium,1
21,Mexico,Australia,Bachelors,Employed,26744,Study,3,0,Medium,1
19,Nigeria,UK,HighSchool,Unemployed,81802,Business,0,1,High,0
40,India,UK,HighSchool,Unemployed,93421,Work,0,1,High,0
26,Nigeria,Germany,Bachelors,Unemployed,41639,Study,0,0,Low,0
21,Nigeria,Germany,Bachelors,Unemployed,19146,Study,2,0,Medium,0
47,Philippines,Australia,HighSchool,Unemployed,73055,Tourist,2,0,Medium,0
35,Brazil,USA,Masters,Employed,47198,Work,1,0,High,1
49,Nigeria,USA,Bachelors,Employed,80666,Study,2,0,High,1
39,India,UK,Masters,Employed,61430,Study,1,0,Low,1
20,Mexico,Germany,Bachelors,Employed,9471,Tourist,2,0,Low,0
42,Philippines,USA,Masters,Employed,49420,Tourist,2,0,High,1
18,Brazil,Australia,Bachelors,Employed,97809,Tourist,1,0,High,1
45,Mexico,Germany,HighSchool,Unemployed,82417,Business,2,0,Medium,0
29,India,USA,Masters,Unemployed,78393,Study,2,0,Medium,1
42,Nigeria,UK,Bachelors,Employed,98310,Tourist,3,0,Medium,1
25,Philippines,Canada,Bachelors,Employed,28330,Business,0,0,High,0
22,India,Germany,Bachelors,Unemployed,47303,Tourist,0,0,Medium,0
36,Philippines,USA,Masters,Unemployed,38738,Tourist,1,0,Low,0
21,Philippines,Canada,Bachelors,Unemployed,58291,Business,1,0,Low,0
44,Brazil,USA,Masters,Employed,54074,Business,3,0,Medium,1
19,Brazil,UK,Masters,Unemployed,74547,Work,0,0,High,0
34,Philippines,USA,Bachelors,Unemployed,41481,Work,3,0,Medium,0
32,Philippines,Australia,Masters,Unemployed,24728,Business,1,0,Low,0
37,India,Canada,Masters,Unemployed,65045,Work,3,0,High,1
46,Philippines,Australia,Masters,Unemployed,59070,Work,3,0,High,1
29,Mexico,USA,HighSchool,Unemployed,43687,Work,1,0,Medium,0
32,Brazil,USA,Masters,Unemployed,42460,Business,0,0,High,0
36,India,USA,Masters,Unemployed,47897,Work,3,0,Low,0
29,India,Germany,Bachelors,Unemployed,30936,Tourist,3,0,Low,0
23,Mexico,Australia,Masters,Unemployed,67897,Business,1,0,High,1
37,Brazil,Australia,HighSchool,Employed,65289,Study,2,0,Medium,1
20,Brazil,UK,Masters,Unemployed,93366,Tourist,0,0,Low,0
40,Philippines,Germany,Bachelors,Unemployed,13835,Tourist,2,0,Low,0
35,Brazil,UK,Bachelors,Employed,65578,Business,0,0,Low,0
42,Philippines,UK,HighSchool,Unemployed,40259,Work,2,0,High,0
23,Philippines,Australia,Masters,Employed,36077,Work,1,0,Low,0
32,India,Australia,HighSchool,Unemployed,44460,Work,2,0,Medium,0
34,Nigeria,Australia,Masters,Employed,44683,Work,3,0,Medium,1
40,Mexico,UK,Masters,Unemployed,6908,Business,2,0,High,0
22,Philippines,Germany,Bachelors,Unemployed,39317,Study,2,0,Low,0
21,Nigeria,Germany,Bachelors,Unemployed,97249,Tourist,2,0,High,1
20,Philippines,Australia,HighSchool,Employed,83381,Work,0,0,High,0
42,Philippines,UK,Masters,Employed,42273,Tourist,1,0,High,1
33,Brazil,USA,HighSchool,Unemployed,37274,Tourist,0,0,High,0
21,Mexico,UK,Bachelors,Unemployed,35189,Business,1,1,High,0
26,Philippines,Canada,HighSchool,Employed,31749,Business,1,0,Low,0
37,Philippines,USA,Bachelors,Unemployed,67249,Study,3,0,Low,0
31,Brazil,Australia,Bachelors,Employed,84789,Tourist,1,0,Medium,1
20,Mexico,Germany,Bachelors,Unemployed,31924,Work,3,0,Medium,1
27,Mexico,USA,HighSchool,Employed,97460,Work,3,0,High,1
24,Brazil,Germany,Bachelors,Unemployed,34061,Tourist,0,0,Medium,0
29,Philippines,Australia,Masters,Employed,90331,Study,3,0,Low,1
43,Philippines,Australia,Bachelors,Unemployed,42570,Study,0,0,High,0
40,Nigeria,USA,HighSchool,Employed,17489,Business,1,1,Low,0
44,India,Germany,HighSchool,Employed,68277,Study,0,0,High,1
23,Mexico,UK,Masters,Unemployed,98469,Work,0,0,High,0
48,India,UK,HighSchool,Unemployed,69000,Tourist,0,0,Low,0
33,Brazil,Canada,Bachelors,Employed,35173,Tourist,2,0,Low,1
21,India,USA,HighSchool,Unemployed,59305,Study,1,0,High,0
22,Philippines,Canada,HighSchool,Employed,5070,Tourist,2,0,High,0
31,Brazil,Canada,Masters,Employed,30813,Study,3,0,High,1
30,Philippines,USA,Bachelors,Employed,73364,Business,1,0,High,1
44,Philippines,Germany,HighSchool,Employed,92776,Business,0,0,High,1
30,Brazil,Germany,Masters,Employed,41791,Study,3,0,Low,1
45,Brazil,Australia,Bachelors,Unemployed,11823,Work,3,0,High,0
20,Nigeria,Germany,Masters,Unemployed,11179,Work,0,0,Low,0
35,Mexico,USA,Masters,Unemployed,48840,Tourist,1,0,Low,0
18,Mexico,Germany,Bachelors,Unemployed,6235,Study,3,0,Medium,0
36,Nigeria,Germany,HighSchool,Employed,51427,Business,3,0,Medium,1
25,India,UK,HighSchool,Unemployed,70439,Work,0,0,High,0
46,Brazil,UK,HighSchool,Employed,51334,Business,2,0,Medium,1
43,Nigeria,UK,HighSchool,Employed,55017,Business,1,0,Medium,0
26,India,Canada,Bachelors,Unemployed,44731,Work,2,0,High,1
24,Brazil,UK,Bachelors,Unemployed,51867,Tourist,2,0,Low,0
24,Philippines,Australia,Bachelors,Employed,57687,Work,0,1,High,0
20,Mexico,Germany,Bachelors,Unemployed,42784,Business,3,0,Medium,1
20,Brazil,Canada,Bachelors,Employed,70984,Tourist,3,0,High,1
20,Philippines,USA,HighSchool,Employed,29426,Study,3,0,Low,0
29,Nigeria,Australia,Bachelors,Employed,56885,Tourist,0,0,High,1
22,India,Australia,Masters,Employed,74208,Tourist,0,0,High,1
36,Philippines,Australia,Bachelors,Employed,97063,Tourist,0,0,High,1
25,Philippines,USA,Masters,Unemployed,68052,Study,1,1,Medium,0
34,Brazil,Canada,Masters,Employed,29830,Business,3,0,Medium,1
38,India,UK,Bachelors,Employed,29660,Work,3,0,Low,0
39,Brazil,Germany,HighSchool,Employed,19159,Business,3,0,Medium,1
44,Brazil,USA,HighSchool,Unemployed,9899,Business,0,0,High,0
39,India,Germany,Masters,Employed,92708,Business,1,0,Low,1
48,Philippines,Germany,Bachelors,Employed,86603,Business,1,0,High,1
37,Mexico,USA,HighSchool,Unemployed,71023,Work,0,0,Medium,0
42,Nigeria,USA,Masters,Unemployed,11079,Tourist,2,0,Medium,0
43,Brazil,UK,HighSchool,Unemployed,43549,Work,3,0,Low,0
38,Nigeria,Germany,Bachelors,Employed,90259,Tourist,2,0,Low,1
21,Brazil,UK,Bachelors,Employed,70290,Tourist,2,1,Medium,0
33,Nigeria,Germany,Masters,Unemployed,95437,Business,3,0,Medium,1
24,Nigeria,UK,HighSchool,Unemployed,64008,Tourist,1,0,Medium,0
30,Brazil,Canada,Bachelors,Unemployed,37030,Work,2,0,High,1
43,Nigeria,Canada,Bachelors,Unemployed,42622,Work,2,1,Low,0
25,Brazil,USA,Masters,Unemployed,89036,Business,0,0,Low,0
19,Philippines,UK,Masters,Employed,45661,Tourist,3,0,High,1
38,Nigeria,UK,Masters,Employed,43171,Business,2,0,High,1
22,Philippines,Australia,HighSchool,Unemployed,37996,Tourist,3,0,Low,0
47,Mexico,UK,Bachelors,Employed,16302,Study,0,0,Medium,0
33,Nigeria,Canada,Bachelors,Unemployed,18704,Tourist,1,0,High,0
27,India,USA,Bachelors,Unemployed,15537,Work,0,0,High,0
49,Philippines,Australia,HighSchool,Unemployed,49186,Tourist,0,0,Low,0
46,Brazil,Germany,Bachelors,Employed,67320,Tourist,0,0,Low,0
36,Brazil,Australia,HighSchool,Unemployed,83705,Business,2,0,High,0
19,Brazil,Canada,Bachelors,Employed,98469,Work,1,0,High,1
34,Philippines,Canada,Bachelors,Employed,29227,Business,1,1,Low,0
39,Brazil,Australia,Masters,Unemployed,28084,Work,3,0,Medium,0
20,Nigeria,Germany,Masters,Employed,70264,Study,2,1,High,0
34,India,Australia,Masters,Unemployed,66430,Tourist,0,0,High,0
21,Mexico,Australia,HighSchool,Unemployed,75935,Tourist,0,1,Medium,0
33,Mexico,UK,Masters,Unemployed,93031,Work,3,0,Low,1
19,Nigeria,UK,HighSchool,Employed,7366,Tourist,1,0,High,0
24,Brazil,Canada,Masters,Unemployed,39167,Work,2,0,Medium,1
20,India,UK,Masters,Employed,75622,Work,2,0,Medium,1
44,India,Germany,HighSchool,Unemployed,95116,Study,0,0,Medium,0
21,Mexico,Australia,Masters,Employed,63524,Tourist,2,0,Medium,1
34,Philippines,USA,Bachelors,Unemployed,22798,Work,0,1,Medium,0
42,Brazil,UK,Bachelors,Employed,58971,Study,1,0,High,1
36,Philippines,UK,Bachelors,Employed,87113,Study,0,0,High,1
39,Philippines,Canada,Bachelors,Unemployed,63778,Business,0,0,Medium,0
32,Nigeria,UK,Bachelors,Unemployed,45503,Tourist,3,1,Low,0
21,India,Australia,HighSchool,Unemployed,71462,Business,2,0,Low,0
49,Nigeria,Canada,Masters,Unemployed,79740,Work,0,0,Low,0
32,Nigeria,USA,Masters,Unemployed,81803,Work,0,0,Medium,0
28,Mexico,UK,Bachelors,Employed,18928,Tourist,3,0,Low,0
41,Mexico,Germany,Masters,Employed,69819,Study,0,0,Low,1
33,Brazil,USA,Bachelors,Employed,69080,Work,2,0,High,1
23,Nigeria,Canada,Bachelors,Employed,34375,Work,3,0,High,1
35,Brazil,Canada,Bachelors,Employed,91569,Study,2,1,High,0
29,Nigeria,Germany,HighSchool,Employed,29890,Work,0,1,Low,0
24,Nigeria,USA,Bachelors,Employed,23201,Study,0,0,High,0
46,Nigeria,Germany,Bachelors,Unemployed,59870,Tourist,0,1,Low,0
43,India,UK,Bachelors,Employed,67343,Work,2,0,Medium,1
30,Mexico,Canada,Masters,Unemployed,57323,Tourist,0,0,Low,0
47,Brazil,Canada,HighSchool,Employed,67991,Tourist,1,0,Low,0
18,India,Canada,HighSchool,Unemployed,92469,Business,0,0,High,0
44,Philippines,Germany,HighSchool,Employed,88188,Study,2,0,Medium,1
44,Nigeria,UK,Masters,Employed,42064,Work,1,0,Medium,1
25,Brazil,USA,Masters,Employed,60378,Tourist,1,0,High,1
38,Nigeria,Canada,HighSchool,Unemployed,19969,Study,3,0,High,0
18,India,Canada,HighSchool,Unemployed,43663,Work,0,0,High,0
42,Nigeria,USA,Bachelors,Unemployed,7441,Tourist,1,1,Low,0
19,Philippines,USA,Masters,Employed,15367,Tourist,3,0,High,1
19,India,UK,Masters,Employed,73766,Work,0,0,Medium,1
27,Nigeria,USA,Masters,Unemployed,60051,Study,0,0,Medium,0
28,Philippines,Canada,Bachelors,Employed,95796,Tourist,0,0,Low,0
26,Philippines,USA,Masters,Employed,34116,Business,2,0,High,1
34,Brazil,Canada,HighSchool,Unemployed,72968,Tourist,1,0,Medium,0
47,Brazil,UK,Bachelors,Unemployed,46305,Tourist,2,0,Low,0
21,India,Canada,HighSchool,Employed,67541,Study,1,0,High,1
23,Nigeria,UK,HighSchool,Employed,6272,Work,0,0,Low,0
18,Nigeria,Australia,Masters,Employed,79427,Work,2,0,High,1
37,India,USA,HighSchool,Unemployed,65289,Work,3,0,Low,0
46,Philippines,Canada,HighSchool,Employed,12078,Work,0,0,Low,0
29,Philippines,Canada,Masters,Employed,57636,Tourist,1,0,Low,1
40,Brazil,USA,Bachelors,Unemployed,99963,Study,2,0,Low,0
43,India,Canada,Masters,Employed,60107,Study,3,0,Low,1
38,Mexico,Australia,Masters,Employed,87015,Study,3,0,Low,1
33,Nigeria,Canada,Bachelors,Employed,17963,Study,1,0,High,1
39,India,Australia,Bachelors,Employed,79208,Work,3,0,Low,1
38,Nigeria,UK,HighSchool,Unemployed,68372,Tourist,1,0,Low,0
39,Nigeria,UK,HighSchool,Employed,40764,Work,2,0,Low,0
47,India,Canada,Masters,Unemployed,79076,Work,0,0,Low,0
44,Brazil,Germany,Masters,Employed,63457,Business,2,0,Low,1
40,Nigeria,Germany,HighSchool,Unemployed,98072,Study,1,0,Medium,0
29,Mexico,Australia,HighSchool,Unemployed,12219,Business,1,0,Low,0
25,India,USA,Bachelors,Unemployed,82267,Work,0,0,Low,0
21,Brazil,UK,Bachelors,Unemployed,52538,Business,0,0,Medium,0
24,Mexico,Canada,Bachelors,Unemployed,65348,Study,3,0,Low,1
20,India,USA,Masters,Employed,41348,Tourist,2,0,High,1
39,Brazil,Canada,Masters,Unemployed,44662,Study,3,0,Low,1
26,Mexico,USA,Masters,Employed,60247,Business,2,0,High,1
49,Brazil,UK,Bachelors,Unemployed,88004,Study,0,0,Low,0
30,Brazil,USA,Bachelors,Employed,66304,Tourist,2,0,Low,1
23,Brazil,USA,HighSchool,Employed,45480,Study,3,0,Medium,1
33,India,Germany,Bachelors,Unemployed,39651,Study,1,1,High,0
44,Philippines,UK,HighSchool,Employed,93607,Work,1,1,High,0
43,India,Canada,Masters,Unemployed,45478,Study,3,1,High,0
48,Brazil,Germany,Masters,Unemployed,13194,Study,1,0,Low,0
36,Brazil,Germany,Masters,Unemployed,40524,Study,0,0,Low,0
38,Philippines,USA,HighSchool,Unemployed,56151,Tourist,2,0,High,0
27,Philippines,Canada,HighSchool,Employed,49300,Study,2,0,Medium,1
24,Brazil,Australia,Masters,Unemployed,87487,Work,0,0,High,0
35,India,Germany,Masters,Unemployed,94134,Work,1,0,Low,0
22,Nigeria,Australia,HighSchool,Employed,91722,Study,2,0,High,1
33,Brazil,Canada,Masters,Employed,99096,Study,1,0,High,1
18,Mexico,Canada,HighSchool,Unemployed,43482,Business,2,0,Low,0
24,Brazil,UK,Bachelors,Employed,93508,Business,3,0,Medium,1
43,India,Germany,Masters,Unemployed,58243,Tourist,2,0,High,1
34,Philippines,Canada,Bachelors,Employed,93471,Business,1,0,High,1
31,Philippines,UK,Bachelors,Unemployed,34938,Business,1,0,High,0
45,Mexico,Australia,HighSchool,Employed,71534,Study,2,0,Low,0
37,India,Australia,Bachelors,Employed,18242,Tourist,1,0,Low,0
28,Mexico,Canada,Bachelors,Unemployed,56444,Study,3,0,Low,1
26,India,USA,Masters,Employed,67566,Work,3,0,Medium,1
34,Nigeria,Canada,Masters,Unemployed,24765,Tourist,0,0,High,0
38,Brazil,USA,HighSchool,Employed,78013,Tourist,0,0,High,0
34,Mexico,Germany,Masters,Employed,65801,Business,1,0,Medium,1
39,Philippines,Canada,HighSchool,Employed,62398,Business,2,0,Low,1
42,Mexico,USA,Masters,Unemployed,83997,Work,2,1,Low,0
45,India,Australia,HighSchool,Employed,19466,Business,2,0,Low,0
29,Nigeria,Australia,HighSchool,Employed,14000,Business,0,0,Low,0
42,Mexico,USA,HighSchool,Employed,61242,Work,3,0,High,1
40,Nigeria,Canada,Masters,Employed,51710,Study,2,0,High,1
47,Nigeria,Australia,HighSchool,Employed,22947,Study,1,0,High,0
45,Philippines,Canada,Masters,Unemployed,48203,Business,1,0,Medium,0
18,India,Australia,Bachelors,Employed,47688,Tourist,0,0,High,0
37,Nigeria,Canada,HighSchool,Employed,55005,Tourist,3,0,Low,1
36,Philippines,Canada,Bachelors,Unemployed,52441,Study,1,0,High,1
28,India,Canada,Masters,Employed,73398,Study,2,0,Low,1
34,Nigeria,Germany,HighSchool,Unemployed,38399,Work,3,0,High,1
33,Mexico,Australia,Bachelors,Unemployed,8931,Business,0,1,Medium,0
42,India,Canada,HighSchool,Unemployed,6928,Work,0,0,Low,0
30,Brazil,Canada,Bachelors,Employed,88801,Work,1,0,High,1
36,India,UK,Masters,Employed,69249,Tourist,0,0,Medium,1
23,Mexico,USA,HighSchool,Employed,58533,Business,1,0,Low,0
21,India,UK,Bachelors,Unemployed,30351,Study,0,0,High,0
30,Brazil,USA,HighSchool,Unemployed,88628,Study,3,0,Low,0
38,Philippines,Australia,Masters,Employed,74193,Business,3,0,High,1
32,Mexico,USA,HighSchool,Employed,60326,Tourist,1,0,High,1
34,India,Germany,Masters,Employed,99188,Study,3,0,Medium,1
33,Nigeria,Canada,HighSchool,Employed,54441,Study,2,0,High,1
47,Philippines,Australia,Bachelors,Employed,18299,Work,1,0,Medium,0
38,Nigeria,Canada,Bachelors,Employed,67543,Work,0,0,Low,0
43,Nigeria,Australia,Bachelors,Employed,88866,Business,1,0,Medium,1
19,Nigeria,Australia,Masters,Employed,40919,Work,0,0,Low,0
28,Mexico,UK,Bachelors,Unemployed,66275,Tourist,2,0,Medium,0
24,Nigeria,USA,Bachelors,Unemployed,27696,Business,2,0,Medium,0
28,India,UK,Bachelors,Employed,56754,Tourist,2,0,Low,1
45,India,Canada,Masters,Employed,76328,Business,1,0,Low,1
19,Nigeria,Germany,Masters,Employed,98358,Business,3,0,High,1
38,Philippines,UK,Masters,Unemployed,74581,Tourist,3,0,Low,1
26,Nigeria,UK,Bachelors,Employed,31166,Business,2,0,Medium,1
35,India,Australia,Masters,Employed,31267,Work,3,0,Low,1
20,India,Australia,Bachelors,Unemployed,91331,Study,1,0,High,0
49,India,USA,Masters,Employed,32695,Tourist,1,1,Low,0
28,Mexico,USA,Masters,Employed,20022,Tourist,3,0,High,1
29,India,UK,Masters,Unemployed,54499,Tourist,0,0,Medium,0
36,Philippines,USA,Masters,Unemployed,96980,Study,1,0,Medium,0
31,Nigeria,Germany,Bachelors,Employed,35645,Tourist,0,0,High,1
36,Philippines,Canada,HighSchool,Employed,82865,Study,3,0,High,1
21,Nigeria,Germany,Masters,Employed,33893,Tourist,1,0,Medium,1
48,Mexico,Australia,HighSchool,Employed,6154,Business,3,0,High,0
18,Brazil,Australia,HighSchool,Employed,46538,Work,1,0,High,0
47,Philippines,USA,HighSchool,Employed,5106,Business,3,0,High,0
21,Philippines,Canada,Bachelors,Unemployed,47467,Business,1,0,Medium,0
29,Philippines,Germany,Bachelors,Employed,66153,Business,3,0,Low,1
33,Brazil,Germany,Masters,Employed,29646,Business,2,0,Medium,1
19,Mexico,Australia,Masters,Employed,52833,Study,2,0,Low,1
32,Brazil,USA,Masters,Unemployed,75160,Business,3,0,High,1
19,India,Canada,Masters,Employed,51662,Work,1,0,Low,1
39,Nigeria,UK,Masters,Unemployed,8763,Business,3,0,Medium,0
47,India,Germany,HighSchool,Unemployed,39302,Tourist,3,0,Low,0
29,Philippines,UK,HighSchool,Employed,61013,Business,2,0,Medium,1
37,Mexico,Canada,Masters,Employed,84693,Study,1,0,High,1
24,Mexico,Australia,Bachelors,Unemployed,29649,Business,3,1,Low,0
37,Philippines,Australia,Masters,Employed,67314,Work,3,0,Low,1
34,India,Germany,Bachelors,Employed,18890,Work,0,0,Medium,0
39,Brazil,USA,HighSchool,Unemployed,48176,Business,2,0,Medium,0
22,Mexico,Canada,Bachelors,Employed,5801,Work,3,0,Medium,1
43,Nigeria,Canada,HighSchool,Unemployed,80768,Business,1,0,Medium,0
34,India,Canada,Masters,Unemployed,10296,Work,0,0,High,0
45,Mexico,USA,Bachelors,Unemployed,21404,Study,3,0,Low,0
39,Mexico,Australia,Masters,Employed,96330,Business,1,0,High,1
46,Philippines,Canada,Bachelors,Unemployed,30315,Business,2,1,Medium,0
18,India,Germany,Masters,Unemployed,49052,Business,3,1,Medium,0
34,Brazil,UK,Masters,Unemployed,41266,Study,1,0,High,0
31,Brazil,USA,HighSchool,Employed,68965,Study,2,0,High,1
19,India,Germany,Bachelors,Unemployed,24869,Tourist,1,0,Medium,0
40,Mexico,USA,HighSchool,Employed,15766,Business,1,0,High,0
40,India,Australia,HighSchool,Unemployed,49057,Tourist,3,0,High,0
24,Nigeria,UK,Masters,Unemployed,38947,Tourist,2,0,Medium,0
23,Mexico,USA,HighSchool,Employed,67734,Tourist,0,0,High,0
46,Brazil,UK,HighSchool,Unemployed,13206,Study,2,0,Medium,0
46,Brazil,Australia,Masters,Unemployed,88985,Work,3,0,Medium,1
25,Brazil,Australia,Masters,Unemployed,73580,Tourist,0,0,Low,0
24,Mexico,Canada,Masters,Unemployed,10003,Business,3,0,Medium,0
26,Nigeria,USA,HighSchool,Unemployed,31698,Tourist,3,0,High,0
22,Mexico,Australia,Bachelors,Unemployed,7041,Work,2,0,Medium,0
